loan_number,amount_borrowed,borrower_rate,prosper_rating,term,age_in_months,origination_date,days_past_due,principal_balance,service_fees_paid,principal_paid,interest_paid,prosper_fees_paid,late_fees_paid,debt_sale_proceeds_received,loan_status,loan_status_description,loan_default_reason,loan_default_reason_description,next_payment_due_date,next_payment_due_amount,co_borrower_application
1644454.8695416246,13106.486149324935,0.09381895870439544,AA,60.057508193691824,3.8245506424366775,,1.3690863833640756,16469.38636454828,-77.61038322263683,-3315.71383191586,-758.6608797702829,8.12819362181861,19.459243290731433,0.0,1.992441186708853,CURRENT,3.601247650906102,PartialSettlement,2022-02-17 00:00:00,355.2950379586514,
1524748.1665528922,18630.51949915955,0.23062060580796895,B,26.939117399473073,6.8187104511400936,,-4.750250585925206,30992.95087307418,-72.74355925459602,4873.766795144004,1014.8382060671453,8.16927153401041,-5.734847870045853,0.0,0.21834321191801354,CURRENT,2.1877057013211956,,2021-11-18 00:00:00,361.8767789209811,
1560175.1466090367,24041.429431673896,-0.013850803450175253,D,65.25238532184271,3.392856024744183,,9.089105961766402,-6734.162961912629,-43.97211541439554,-1289.3171233542812,634.0186958182796,-6.543992159101661,3.3551583800355953,0.0,2.3221329511509046,CHARGEOFF,2.850983250711618,PartialSettlement,2021-12-24 00:00:00,487.5824274566712,
1654158.732805952,10166.857919720267,0.10017907247077723,A,68.47234998514588,7.464636731548223,,8.36057006627528,19023.3574252998,-48.738538987873724,9198.521668284662,1546.5591786893124,-4.291284098050399,-0.20433446848941528,0.0,3.2609099835509356,CANCELLED,3.67340414702801,PaidInFull,2021-10-06 00:00:00,190.72627403908774,
1567727.8779285206,21920.37920364954,0.10494433989487964,D,29.96653360481112,11.971256506755356,,29.12128070324958,15032.912387930635,-73.08735551899964,-2439.4333297201997,1867.8135373498437,0.7239392739637213,-0.7518948669694318,0.0,-0.02674462079064366,DEFAULTED,2.904747097851592,Deceased,2022-02-03 00:00:00,220.08541035273936,
1617366.361098109,7515.105646797808,0.0630660953161626,A,60.655480685495895,4.857120419013531,,-6.4522840108924315,6963.945899368169,36.97011119704848,466.4960225420409,1691.7069024389302,19.423526138740932,4.86237151405735,0.0,-0.05526743121979183,CURRENT,3.126840734399985,PaidInFull,2021-04-05 00:00:00,677.8135080251183,
1554864.009516052,29730.138307171892,0.14309036831045774,C,45.555844045610144,4.140611341933535,,17.341560117137057,948.8257328239451,-30.16760325114366,3786.867316850091,121.41500183478763,1.2176928424808973,-7.351744099909353,0.0,0.24263763162207952,DEFAULTED,3.3515908952838265,PartialSettlement,2021-04-07 00:00:00,452.9175864638427,
1671058.2099942693,21021.14952142675,0.18980075587144102,B,52.180429262369266,5.591742702692132,,1.5841749057667867,14595.49622907569,-142.4350534964613,497.16492531618223,2216.675100244562,-6.298286344800799,0.7169432583709741,0.0,1.4629617904923953,CURRENT,2.609737687803674,PaidInFull,2021-11-03 00:00:00,7.246346738575085,
1603871.0044013308,30309.352522787638,0.13784379836158067,A,45.40178984053583,5.105677259732987,,16.9810135856538,382.36804843206664,-137.096829265356,-3298.2264133575395,345.4959956945006,3.174028947038798,1.8885675543617073,0.0,0.6607279243640218,CANCELLED,3.0656715665134624,Deceased,2021-06-27 00:00:00,539.8347420012686,
1555824.1295761869,-914.4621296417499,0.17020322243590594,E,41.215734826673206,7.271588275941685,,-2.5846291339326974,14156.526990352153,-114.94279044854753,-3841.8574016776233,1014.6195111857061,-9.213432863456365,-4.572996307487934,0.0,0.7111839094899364,CANCELLED,2.650954129107998,,2021-09-17 00:00:00,370.72841334918337,
1518304.1343436171,6630.217500503661,0.1658163485200774,AA,35.60226530959538,5.421546880269233,,16.90453327140997,20934.614731113747,17.669096247367236,5206.72010051538,1255.59478235014,6.5166601155936235,-4.075073853811392,0.0,1.4286104317419075,CURRENT,3.638993025807986,PaidInFull,2021-06-14 00:00:00,194.0995524740792,
1642924.7208237103,5290.372213706161,0.13965577536005117,D,32.6018751153304,10.920565522788696,,7.971541695043685,26611.9999707728,-40.44136584406391,6287.512961873885,2385.264100397033,1.0657558944548702,-0.38285748905719175,0.0,1.0517638511563807,CANCELLED,2.903696467364278,Bankruptcy,2022-01-26 00:00:00,178.64563299805994,
1703488.6860333679,11594.568596256857,0.13700634186361144,D,45.15572071443146,13.153291081631004,,8.751129305599237,11730.186545458437,-106.88085544945986,2256.638512505182,929.7797517442262,-1.4018355772342121,9.530840331359892,0.0,1.713511012599103,CANCELLED,3.8440877426678473,Bankruptcy,2022-02-04 00:00:00,233.86803142437648,
1581724.4995502292,15782.187343547892,0.12841452123550662,B,52.24838066924976,8.421726887166031,,-4.376943581840614,5363.561489761248,-131.88037216702887,10287.814889597692,1323.03211952082,2.27673437628561,-8.567826148740343,0.0,3.053486826211243,CANCELLED,3.134493876966194,Bankruptcy,2021-10-16 00:00:00,7.829483504920518,
1650497.4122884327,29965.26644640625,0.15415613411834195,HR,37.34529036485015,11.166889223392056,,11.009080670956624,8572.508490391972,-33.4482620167079,6400.344944291064,539.8040998437939,1.0272490180704201,-4.474260571191886,0.0,2.089436188061682,COMPLETED,3.599200189924021,,2022-03-28 00:00:00,476.9499391049344,
1660977.9991867207,17116.680798770747,0.13196738021244722,D,39.36950618564091,3.3804004730555333,,-5.008200237780854,20427.46828785439,-128.19165221059876,1455.3709449262913,195.2182807300935,0.3506205142380463,-2.7494767465058354,0.0,2.287706795881879,CANCELLED,2.674039458029065,PaidInFull,2021-08-24 00:00:00,368.6177504507658,
1708867.5231161877,20828.213659348923,0.12508636707643114,A,49.172064972609604,10.023521035035698,,6.298576823559925,5335.694273066154,-21.923215383131122,10096.370573301725,2198.780553519239,2.8563054125118295,-1.7008965029624776,0.0,1.310638134131826,CANCELLED,3.0154079412252197,PaidInFull,2021-05-20 00:00:00,818.6134209123039,
1606548.5279720111,26334.907108144016,0.05843642285144854,C,70.36685697564681,4.745914236526337,,4.710745310169937,8100.439496941926,-109.97292127928004,10898.392676179525,390.036341701997,0.1852414438608343,-7.149828776400363,0.0,1.1753801931538574,CURRENT,2.882959332250416,PaidInFull,2021-09-14 00:00:00,-57.448143677096425,
1597366.7268891544,18979.034580507803,0.1731491269776962,AA,32.532753224259,12.141037943840727,,-5.1221809485180145,10912.659483504227,-54.408780234874726,5903.756115692535,-929.1949478536396,7.895797629476418,0.846844047619587,0.0,1.25012974918744,CURRENT,2.9904541215894374,,2022-01-04 00:00:00,239.0251557591757,
1573092.2377949604,6139.742132056987,0.13956501515968958,C,47.52750308702794,5.74695435254271,,-21.782713542389963,8738.749309606059,-126.98309807955829,3596.084650616189,361.94280942335143,1.1136664443509192,10.43484755100356,0.0,1.1103121530626938,CANCELLED,2.103475662704393,Deceased,2021-05-07 00:00:00,205.13224310988244,
1591607.7261139487,10534.011237652743,0.17330366194416608,B,66.91359548946372,17.141644652465224,,-8.159905360769987,19537.508333346814,43.87514412118304,-7045.216675714355,2500.0968741103534,0.0949068711788501,4.931736783829713,0.0,0.9590275604529217,DEFAULTED,3.961232856071628,Deceased,2021-05-06 00:00:00,961.9673473364414,
1556630.238734763,14935.813826994925,0.09916992108178731,E,40.229840243279284,4.569059441772831,,2.2946377308220476,726.6128493575379,-121.94110851208221,100.63170367358134,1003.5772843769289,-2.374202747020534,-0.030665930068517144,0.0,0.5982483167238091,CURRENT,2.750566615664072,Deceased,2021-02-28 00:00:00,646.3379951159,
1594434.1437190087,16381.954761041721,0.23749490812754948,E,41.930832655215646,10.786215739726497,,-8.67182901143466,14051.981226308759,-34.46692149952309,-425.9491190870831,1009.6128988761454,0.9675966924941342,8.644499848716334,0.0,2.2594677399365994,CURRENT,2.552936617370057,Deceased,2022-03-30 00:00:00,508.90076213512157,
1564441.0934796582,18985.047796454266,0.12532748785062336,B,57.08246751913714,11.259923462638158,,23.09080720233193,3993.547696961514,-131.70966936134104,5223.6929311352815,1346.2617422398282,1.1408343388329327,1.0985101529084438,0.0,1.262674501577136,DEFAULTED,2.568238280077082,,2021-12-03 00:00:00,212.761049364368,
1595220.499709463,9711.094752946081,0.178912016604657,D,30.62572319625088,10.30180968264669,,3.8775179397414115,11803.92412479306,-90.84256174695494,2484.1407178762674,2339.459987697768,11.286198375549457,10.104592181524415,0.0,1.866512493970342,CURRENT,2.659054378759059,PartialSettlement,2021-11-17 00:00:00,418.637671744485,
1622102.407298747,-6049.785380531925,0.06809633377153305,AA,42.38309695886691,3.9175177584329015,,9.45498094764056,13503.114130648335,-215.78002423726713,8626.903050658699,1065.6015247263142,3.3742267957447116,6.353793366430501,0.0,1.8480727599016453,CANCELLED,3.7156727485163925,PartialSettlement,2022-04-17 00:00:00,337.7149125995759,
1668088.8540433703,9683.824308296564,0.16419325425861225,A,36.7232400770784,7.237317961423782,,9.997207644974203,10963.122563315392,-96.33489952594479,12216.84119040743,948.7150311154338,7.638074344835003,-0.6777082645255555,0.0,0.2121334729113118,CANCELLED,3.076915376971831,Bankruptcy,2021-12-03 00:00:00,262.58424862111735,
1465025.7632479568,8688.302425795138,0.1000928075111985,HR,37.90754237716085,3.438200224932701,,0.9748253388237461,12566.75238297447,0.8002469487346389,7641.54580815089,538.9720977026159,-10.39055120994911,-3.547982559116107,0.0,2.7088418452940743,CURRENT,2.9160420017130178,PaidInFull,2021-10-02 00:00:00,87.25027603907137,
1563184.9245189584,5498.791202638765,0.2620244432136772,C,57.24831710656518,7.875304124479655,,-7.386897143407027,24776.68700322762,-46.80495400956397,8545.751025475747,291.37412926153957,1.1873368938905444,-1.7700892373107155,0.0,3.5387899536950096,CANCELLED,2.369210039452477,,2021-10-25 00:00:00,34.29845442932981,
1594136.7426166523,11840.136704885432,0.25325987028998853,B,49.9864430832902,7.699515202972889,,-10.73459935339897,9933.270290241639,-34.68899241466158,6464.046996076682,1186.402663769703,-3.718860891493914,11.442601897924014,0.0,-0.37747456887024544,DEFAULTED,2.8485928416923314,,2021-05-18 00:00:00,531.3028927107747,
1578058.7518592204,9776.29159398736,0.12788162730669034,C,37.10342754728749,5.99704280110511,,-17.200469263334494,12229.56170301466,-108.57118580744326,435.80214997897383,658.3859115233657,9.771924247204051,-9.317661297968575,0.0,3.4147645795364294,COMPLETED,4.103042578388271,PartialSettlement,2021-03-04 00:00:00,310.0010044139116,
1706346.58226749,7735.758704106368,0.10372331614409352,AA,31.651706258283305,4.500780409591599,,-10.045444839449761,16571.17541823564,-31.645708072200485,929.8625516699335,-99.81882555072605,5.984840263192316,17.21885577395831,0.0,-0.3959346743381629,CHARGEOFF,3.165122301299089,Bankruptcy,2022-01-20 00:00:00,634.4642309821105,
1589002.9482530975,5100.837842521461,0.19354354246141584,AA,49.38547523467857,5.087294164131484,,3.189155971549267,10541.954009456256,-54.204884486522076,-1784.415857880524,1271.5515081718618,2.064091554322692,0.17703077157212055,0.0,2.0705838071155025,CHARGEOFF,3.2562240477051994,,2021-11-06 00:00:00,216.03069420070256,
1508099.3107642573,17817.260588536898,0.022424953996915242,AA,38.772081626734064,8.255879870437811,,6.137961721756679,4418.8884328518525,-146.31541264408713,7334.462961433488,145.54175693515617,-3.464598131912419,-8.42105237488582,0.0,3.201472471575995,CURRENT,3.0663106967469282,Bankruptcy,2022-03-04 00:00:00,837.2733765819421,
1616193.9277903738,11918.662507311574,0.1796457172002624,A,51.955838166524735,10.859989879436469,,0.37753470098483843,-1280.7774011082183,-89.80227446593477,6486.631281391406,-182.41631832523376,8.634092780278566,-6.126396268240222,0.0,1.8344825883654847,CURRENT,3.093328775806088,PaidInFull,2021-03-25 00:00:00,457.1642506580378,
1575276.337539962,2819.226196655003,0.17334993169324686,HR,58.94924540338258,8.377560049521232,,11.261676485170096,12103.36272502785,-68.63448989397504,3792.5291567188733,-756.9225881726527,-6.008280856596427,0.36649588371694214,0.0,3.0798957321855673,CURRENT,3.3574552326855343,Bankruptcy,2022-03-31 00:00:00,238.7358019802448,
1519702.4228601516,29851.482761123687,0.11650284005431703,B,46.52980405622762,4.943288384210126,,2.8510366727217673,10560.689353346039,-66.207097030608,3503.8587949905655,2490.197872329716,-1.9811971726736832,-7.947279929719408,0.0,0.2621687051008126,CANCELLED,2.9782872981057587,Bankruptcy,2022-02-06 00:00:00,246.0130708015185,
1631995.6490827436,8530.874262943238,0.10093943101142958,A,42.79358006493603,10.225422306845939,,2.644515324867956,11776.372094767943,-204.95620238406298,1805.4859243203048,974.9255587463489,5.667182560045903,4.874040506870638,0.0,3.257114312096032,CURRENT,3.0382342606684496,Bankruptcy,2021-07-13 00:00:00,610.5813613926318,
1567657.5105949682,1885.936830233899,0.06843651512970782,AA,54.9273528779783,9.078193226372914,,-0.7267345128209417,3988.7000878604777,-113.75535387413089,-4824.954467436786,-272.1803701804672,10.875793846122637,1.8660822462120787,0.0,0.5665959879404259,CURRENT,4.210072022561606,,2021-09-08 00:00:00,642.6569596327492,
1638068.6403689734,24519.480091573274,0.0897282798251411,C,27.472472381102722,4.2779576471458665,,-9.323280582245637,16797.942521255667,-24.878984050330516,3644.425131121065,395.33801658096127,0.7269328080063135,0.2930487127593471,0.0,0.5311093231826819,CHARGEOFF,3.1978951337209596,PaidInFull,2021-12-26 00:00:00,321.82710346499874,
1552036.1363644227,-5915.839094904237,0.1818900503935613,D,48.79323755117805,10.990080736812843,,-7.1281550784566035,15274.747317610098,13.079731328338056,7204.216762907171,633.4094803995065,5.324743648147965,-7.102114252948629,0.0,0.9425136857292267,CANCELLED,3.428812030877194,PaidInFull,2021-05-18 00:00:00,-154.89745794100554,
1523876.081525672,10606.042269335525,0.2037105222990227,D,35.97426323291256,7.295696978532309,,-7.090218249900009,13858.699038413979,-37.55549389816885,5990.9211586544425,1098.1980477726283,0.5905892084079812,-2.332339478850279,0.0,0.7850837258328017,CANCELLED,3.0021297358030163,PaidInFull,2021-05-09 00:00:00,217.9196067764252,
1581065.5488385211,9339.482300201245,0.08666511293521753,HR,43.848793614246574,10.40954211296756,,4.512230061115854,13909.735256053486,-146.23910288460934,6171.1785869028445,-324.7342214967439,-1.853609257206211,3.2304155768207035,0.0,1.8586291439027316,COMPLETED,3.0104343710390773,Bankruptcy,2021-04-24 00:00:00,34.98374339685046,
1561405.9949071377,9888.613411359565,0.14814028637771612,C,34.88443348901769,6.154621268466723,,-11.144772589307046,15919.634750138619,-102.57518918899686,1832.1093630220191,444.1334758387939,3.4595576786393334,-3.4968675837827625,0.0,1.8520666810219732,CANCELLED,2.604983401183185,PaidInFull,2021-08-07 00:00:00,576.0815254357412,
1618051.3182981843,11262.169176926216,0.1970641067123508,E,25.729158436172927,6.058221578242687,,-23.110664908265235,6615.167155399694,-25.15086824510128,40.20282031029865,2122.904402705527,-3.4373961498739054,1.9515422435638192,0.0,1.497404760524624,COMPLETED,3.3136374677073035,Deceased,2021-03-05 00:00:00,174.92739341722327,
1599461.6177153063,16759.741943449164,0.11770623319542459,AA,37.91192377595517,10.381933925646557,,-6.014677776811089,8260.181171236865,-14.20518817449058,4001.396353327146,1387.0262613529162,-9.09014622741586,2.601452103947955,0.0,1.017193127245855,CURRENT,3.0602368793235444,,2022-03-27 00:00:00,221.15906871438028,
1549337.171183113,5949.0122881629095,0.1372902795150387,C,54.515148047485546,7.217088293791008,,-21.23545198791725,-4104.786770177008,-25.849214596850913,-2389.9176904093306,1333.8876451778344,-0.7002218333338037,-5.164975362022036,0.0,1.0891238718997518,CHARGEOFF,3.5288690541471976,PartialSettlement,2021-02-06 00:00:00,325.78052334882733,
1588843.7672226892,23470.96705439528,0.1889303038980377,AA,47.26440116283315,4.66274896738226,,0.8369454393143836,-59.25798147376372,11.360362812447818,9033.596989442953,361.9756722877631,0.8886704900101553,4.330526561094936,0.0,2.5320943915234677,CURRENT,3.420879350449736,PartialSettlement,2021-08-09 00:00:00,187.18377976029205,
1456377.1472617951,11861.077492784434,0.2357735505357624,HR,43.25367599355949,6.61899424477432,,-5.262908355096653,30.059537067958445,-79.04768336603341,-2194.856927864497,1577.3392605175275,-3.875772576185002,7.753141520516361,0.0,0.8571094569877,CANCELLED,2.382490225820134,PaidInFull,2021-05-09 00:00:00,684.0363218001874,
1640414.7573353185,9426.592704932702,0.15180031680342684,B,36.446267191143626,6.125281156226826,,-11.521452163670954,-1894.4725629599034,-85.01316228065681,5592.870594664342,-31.271693998060186,5.795102063629354,5.539564589334904,0.0,1.201360613031043,CANCELLED,2.2162002205135747,Bankruptcy,2021-12-24 00:00:00,330.03061663514006,
1666677.1515425856,6615.310306267704,0.09782489061923456,HR,40.15285648532195,8.225257182368697,,23.56514247874323,1267.6783383139518,-119.20693011444502,-5760.024364630897,-352.2018904133299,1.6181386052062108,1.3998564450914783,0.0,2.4079925958310833,COMPLETED,2.64260165635133,Deceased,2021-11-22 00:00:00,366.36413227141327,
1533841.6420068615,17293.546989871178,0.19690217498303425,HR,56.46973876025077,5.619201388537105,,-7.4810310582855,-4483.059707658887,-195.48359444268112,4880.816625021778,1501.0532346614027,-6.392311962320344,-3.00893843473057,0.0,2.909510656319488,COMPLETED,2.095040459860832,Bankruptcy,2021-05-02 00:00:00,258.4127040104242,
1660300.6298134478,22074.127004713424,0.1198269639620128,D,55.59477723416022,13.642224556622427,,-13.907564604033634,-6780.872901143794,7.943682355879204,2506.6118418650276,1826.7884500368818,3.775024466743327,-4.2717636020957634,0.0,1.9795770823977479,CANCELLED,3.3374242838854156,PartialSettlement,2021-03-08 00:00:00,290.36960497350736,
1601213.2214024737,24229.79889642851,0.07136333808228817,E,48.66783698551915,14.428205315773964,,8.006436467687472,15742.620057194072,-46.794566165765204,9714.612005740257,707.3032286635517,1.9983717057635846,0.815873327992134,0.0,2.737694992826664,CANCELLED,2.9171551525863193,PartialSettlement,2022-01-06 00:00:00,490.8985314119319,
1514806.7998948132,13506.993728037769,0.06608808730805375,B,49.5146976503152,8.623597040545201,,25.3961436020845,2127.6258048808586,-95.73708148611436,-2648.672161299444,1343.9632583519708,-3.0496754990437176,-0.7502136777532941,0.0,2.6751697885370493,DEFAULTED,2.4791503722353205,PartialSettlement,2021-03-14 00:00:00,108.50234165889583,
1620423.0558788995,2438.620653417822,0.16026899480731208,HR,43.54679695371206,14.239433237072435,,14.423565651759464,7157.4120889782425,-156.88811179905434,2242.4204450994876,1082.267631720816,6.882687095073134,1.6014685656704595,0.0,2.468276639309215,DEFAULTED,2.267065206911905,Bankruptcy,2021-04-02 00:00:00,40.199308803307645,
1555037.571236699,11064.05469761071,0.11359239519793503,B,44.45077807834097,14.473614625771724,,-3.9652645334168097,16382.183590470218,-5.082506921951051,1719.3094920113547,306.1632515111205,5.629976471154878,11.90071553065167,0.0,2.883698401314728,CHARGEOFF,2.9399591672882925,PartialSettlement,2021-05-11 00:00:00,234.11884307971388,
1594131.7378110634,4393.398614636744,0.14438830637205635,C,32.73298465475521,10.939346896619567,,6.390689031173528,432.63771896755316,-88.8421556070547,7720.068535637782,-151.88481664094002,1.877490461222068,0.11214467543534273,0.0,0.7326286776221876,CHARGEOFF,2.6003222211319423,PaidInFull,2022-02-19 00:00:00,303.9818625114929,
1563975.3026491124,6025.53913027181,0.17625145138369525,D,57.280319315010985,8.32537525650583,,8.132451935427193,7222.253223227537,-35.931182016652926,4118.402460835431,267.57000888658456,-2.8408920875290034,-2.400401974247706,0.0,0.5892091670299159,DEFAULTED,3.8051709853962348,,2021-06-05 00:00:00,493.94909273897014,
1751158.9811672461,-1116.6499479859085,0.13993970764824853,D,42.9005899213635,3.35069346291439,,8.398964875449247,14986.070353384972,-59.73971876718388,2076.0572173268556,1621.1680131427843,-0.6814424527440734,0.5622543301156985,0.0,1.9579325752299943,CHARGEOFF,3.0840576810225286,PartialSettlement,2021-06-04 00:00:00,897.2762125133252,
1594943.0725136048,19452.13619645134,0.14888804174679815,E,38.77263081619474,5.7444928487106335,,2.2443326974090643,12229.505670527738,-123.48438757172723,5068.001969752846,1864.4725222129587,3.860831942594361,-3.651771079747873,0.0,2.714326762558305,CHARGEOFF,2.3423737168379946,,2021-07-12 00:00:00,414.8484379146735,
1520525.4349731149,16354.641410180513,0.19208697656196605,AA,53.28076080347168,4.096187476729634,,7.513305363592474,1043.65567058544,-124.08054418059935,9722.57605921806,1712.1712479968173,7.0987043273752874,5.029373851804034,0.0,1.1612211082626516,COMPLETED,4.37596160938914,Bankruptcy,2021-02-06 00:00:00,-52.665802116855616,
1498056.2034761107,10845.783766075361,0.16862834258812298,D,42.16729694745365,6.530616664521119,,19.62707855685534,8080.707756365084,-103.71575116294024,-9062.431903214654,1260.9163014209119,0.18299944849469707,1.0584706725642454,0.0,1.0861647071912166,CURRENT,1.763013041733174,Bankruptcy,2021-03-17 00:00:00,-88.92672018041316,
1621765.6618820662,17330.320432103435,0.1017091372957837,D,38.04917089918604,9.392460751247945,,-2.8437307760566073,12630.459206609587,-115.30970924325433,566.3371773327558,563.8287037680575,10.261011154408639,-7.864745590411471,0.0,-0.11545920392995979,CURRENT,2.996779497184319,Bankruptcy,2022-02-28 00:00:00,222.2484547964618,
1558082.820433202,16541.196919027934,0.04969688947867612,C,32.52862983490227,11.603039212333702,,6.240423051586497,8284.094227015265,-121.10195296601661,623.2974981629163,1856.088827354758,-2.5881300500406734,8.506293791983202,0.0,0.7999271914694376,CANCELLED,3.043883348560282,PaidInFull,2022-02-19 00:00:00,276.22410332739446,
1650220.403744689,9907.809446543131,0.19567306431926798,E,70.10081143716748,8.207956187035562,,13.895948225822167,-3921.8145828641846,-117.79246620750835,1969.8625280096444,1148.1806383325156,-4.13820731384658,-8.41255646238946,0.0,1.5599870634136788,COMPLETED,3.83315848854851,PartialSettlement,2021-04-20 00:00:00,742.4798176316112,
1608595.254825491,4794.738750615346,0.11151961640268471,B,60.22846895247955,9.265116718669997,,17.08516504661691,16993.304057990263,-97.34885678494794,2786.4369548615227,1161.362314316268,5.141844103494019,-4.527600552021179,0.0,0.8033080945131185,COMPLETED,2.5014845967681425,PaidInFull,2022-01-31 00:00:00,702.200048056303,
